Assignment 8 - Question 1 Aggregation Report

facility_name	provider_name	years_experience	facility_mean_experience	facility_std_experience	facility_zscore_experience	facility_total_service_charge
Pediatric Care Center	Jamie Wilson	35	19.811676082862522	10.999242478915267	1.3808518128636922	361811.04
Regional Medical Center	Jordan Miller	6	20.209205020920503	11.57593465333748	-1.2274779917510867	316284.98
Oncology Treatment Center	Quinn Brown	16	19.3811394891945	10.87238600488255	-0.3109841287529806	334927.3
City General Hospital	Jamie Martinez	3	19.5630081300813	10.702137018258142	-1.5476355892121685	295508.13
Pediatric Care Center	Quinn Williams	12	19.811676082862522	10.999242478915267	-0.7102012795732913	361811.04
Cardiology Specialty Center	Drew Smith	4	19.31972789115646	10.484611924077868	-1.4611630837737322	276658.83
Primary Care Clinic	Alex Martinez	18	20.102970297029703	11.077168491755957	-0.1898472789860344	323315.71
Emergency Medical Center	Avery Davis	25	19.66868686868687	11.023866696226115	0.4836155296705683	310735.25
Pediatric Care Center	Quinn Johnson	5	19.811676082862522	10.999242478915267	-1.3466087424888948	361811.04
Emergency Medical Center	Jamie Brown	4	19.66868686868687	11.023866696226115	-1.4213421933023602	310735.25
Regional Medical Center	Drew Rodriguez	4	20.209205020920503	11.57593465333748	-1.4002502179162868	316284.98
Oncology Treatment Center	Taylor Davis	37	19.3811394891945	10.87238600488255	1.6205146232752643	334927.3
Northside Urgent Care	Cameron Davis	22	20.137014314928425	10.581438670904161	0.17606166259737785	297283.06
Emergency Medical Center	Alex Martinez	18	19.66868686868687	11.023866696226115	-0.1513703779870745	310735.25
Pediatric Care Center	Riley Miller	20	19.811676082862522	10.999242478915267	0.017121535187398635	361811.04
Regional Medical Center	Taylor Smith	21	20.209205020920503	11.57593465333748	0.06831370448791373	316284.98
Regional Medical Center	Taylor Williams	8	20.209205020920503	11.57593465333748	-1.0547057655858867	316284.98
Community Health Clinic	Casey Johnson	6	20.16078431372549	11.04401051893677	-1.282213946595261	334992.21
Regional Medical Center	Alex Wilson	37	20.209205020920503	11.57593465333748	1.4504915138095142	316284.98
Emergency Medical Center	Avery Smith	24	19.66868686868687	11.023866696226115	0.3929032571480479	310735.25
Oncology Treatment Center	Cameron Smith	14	19.3811394891945	10.87238600488255	-0.4949363908509087	334927.3
Cardiology Specialty Center	Quinn Anderson	11	19.31972789115646	10.484611924077868	-0.793517962457937	276658.83
Surgical Specialty Center	Jamie Wilson	11	20.778181818181817	11.35813247735185	-0.8608969685535488	349909.18
Oncology Treatment Center	Jordan Wilson	4	19.3811394891945	10.87238600488255	-1.414697701340549	334927.3
Regional Medical Center	Alex Garcia	11	20.209205020920503	11.57593465333748	-0.7955474263380866	316284.98
Pediatric Care Center	Avery Martinez	39	19.811676082862522	10.999242478915267	1.744513220244037	361811.04
Surgical Specialty Center	Quinn Martinez	34	20.778181818181817	11.35813247735185	1.164083814674862	349909.18
Oncology Treatment Center	Morgan Smith	21	19.3811394891945	10.87238600488255	0.1488965264918396	334927.3
Primary Care Clinic	Morgan Wilson	24	20.102970297029703	11.077168491755957	0.35180738704756653	323315.71
Cardiology Specialty Center	Taylor Williams	8	19.31972789115646	10.484611924077868	-1.0796515858789921	276658.83
Surgical Specialty Center	Drew Williams	11	20.778181818181817	11.35813247735185	-0.8608969685535488	349909.18
Northside Urgent Care	Jordan Brown	37	20.137014314928425	10.581438670904161	1.5936382763753871	297283.06
Emergency Medical Center	Avery Garcia	27	19.66868686868687	11.023866696226115	0.6650400747156091	310735.25
Pediatric Care Center	Quinn Rodriguez	19	19.811676082862522	10.999242478915267	-0.0737938166576876	361811.04
Primary Care Clinic	Cameron Smith	19	20.102970297029703	11.077168491755957	-0.09957150131376757	323315.71
Primary Care Clinic	Sam Miller	11	20.102970297029703	11.077168491755957	-0.8217777226919022	323315.71
Surgical Specialty Center	Morgan Davis	9	20.778181818181817	11.35813247735185	-1.0369822540516715	349909.18
Primary Care Clinic	Cameron Davis	20	20.102970297029703	11.077168491755957	-0.00929572364150075	323315.71
Oncology Treatment Center	Jamie Wilson	38	19.3811394891945	10.87238600488255	1.7124907543242283	334927.3
Surgical Specialty Center	Quinn Johnson	5	20.778181818181817	11.35813247735185	-1.3891528250479168	349909.18
Northside Urgent Care	Morgan Garcia	33	20.137014314928425	10.581438670904161	1.2156178460345848	297283.06
Surgical Specialty Center	Taylor Martinez	29	20.778181818181817	11.35813247735185	0.7238706009295554	349909.18
Cardiology Specialty Center	Avery Miller	13	19.31972789115646	10.484611924077868	-0.602762213510567	276658.83
City General Hospital	Riley Davis	21	19.5630081300813	10.702137018258142	0.13427148871922978	295508.13
Northside Urgent Care	Riley Davis	21	20.137014314928425	10.581438670904161	0.08155655501217723	297283.06
Emergency Medical Center	Drew Smith	34	19.66868686868687	11.023866696226115	1.300025982373252	310735.25
Surgical Specialty Center	Casey Martinez	24	20.778181818181817	11.35813247735185	0.2836573871842486	349909.18
Primary Care Clinic	Drew Davis	35	20.102970297029703	11.077168491755957	1.3448409414425015	323315.71
Northside Urgent Care	Jamie Rodriguez	9	20.137014314928425	10.581438670904161	-1.0525047360102302	297283.06
Regional Medical Center	Alex Garcia	27	20.209205020920503	11.57593465333748	0.5866303829835139	316284.98
Northside Urgent Care	Sam Johnson	12	20.137014314928425	10.581438670904161	-0.7689894132546283	297283.06
Pediatric Care Center	Sam Jones	28	19.811676082862522	10.999242478915267	0.7444443499480885	361811.04
City General Hospital	Quinn Williams	25	19.5630081300813	10.702137018258142	0.5080286171484294	295508.13
Regional Medical Center	Morgan Smith	21	20.209205020920503	11.57593465333748	0.06831370448791373	316284.98
Regional Medical Center	Jamie Martinez	4	20.209205020920503	11.57593465333748	-1.4002502179162868	316284.98
City General Hospital	Morgan Davis	21	19.5630081300813	10.702137018258142	0.13427148871922978	295508.13
Pediatric Care Center	Quinn Jones	9	19.811676082862522	10.999242478915267	-0.9829473351085499	361811.04
Regional Medical Center	Morgan Miller	15	20.209205020920503	11.57593465333748	-0.45000297400768646	316284.98
Emergency Medical Center	Morgan Garcia	18	19.66868686868687	11.023866696226115	-0.1513703779870745	310735.25
Oncology Treatment Center	Morgan Williams	12	19.3811394891945	10.87238600488255	-0.6788886529488367	334927.3
Northside Urgent Care	Casey Smith	35	20.137014314928425	10.581438670904161	1.404628061204986	297283.06
Community Health Clinic	Morgan Davis	21	20.16078431372549	11.04401051893677	0.0759883092138981	334992.21
Community Health Clinic	Jamie Wilson	8	20.16078431372549	11.04401051893677	-1.101120312487373	334992.21
Surgical Specialty Center	Taylor Anderson	35	20.778181818181817	11.35813247735185	1.2521264574239235	349909.18
Community Health Clinic	Taylor Brown	9	20.16078431372549	11.04401051893677	-1.0105734954334291	334992.21
Pediatric Care Center	Cameron Johnson	3	19.811676082862522	10.999242478915267	-1.5284394461790674	361811.04
City General Hospital	Casey Wilson	8	19.5630081300813	10.702137018258142	-1.080439178675669	295508.13
Primary Care Clinic	Quinn Williams	12	20.102970297029703	11.077168491755957	-0.7315019450196353	323315.71
Pediatric Care Center	Jamie Brown	26	19.811676082862522	10.999242478915267	0.562613646257916	361811.04
Regional Medical Center	Taylor Anderson	33	20.209205020920503	11.57593465333748	1.1049470614791141	316284.98
Pediatric Care Center	Jordan Jones	30	19.811676082862522	10.999242478915267	0.9262750536382609	361811.04
Surgical Specialty Center	Jordan Miller	6	20.778181818181817	11.35813247735185	-1.3011101822988556	349909.18
Surgical Specialty Center	Drew Garcia	38	20.778181818181817	11.35813247735185	1.5162543856711075	349909.18
City General Hospital	Sam Rodriguez	20	19.5630081300813	10.702137018258142	0.04083220661192988	295508.13
Pediatric Care Center	Jamie Martinez	25	19.811676082862522	10.999242478915267	0.4716982944128298	361811.04
Emergency Medical Center	Avery Miller	7	19.66868686868687	11.023866696226115	-1.1492053757347989	310735.25
Pediatric Care Center	Avery Brown	3	19.811676082862522	10.999242478915267	-1.5284394461790674	361811.04
Surgical Specialty Center	Riley Miller	16	20.778181818181817	11.35813247735185	-0.4206837548082421	349909.18
Regional Medical Center	Taylor Williams	7	20.209205020920503	11.57593465333748	-1.1410918786684867	316284.98
Northside Urgent Care	Cameron Smith	5	20.137014314928425	10.581438670904161	-1.4305251663510328	297283.06
Northside Urgent Care	Avery Brown	26	20.137014314928425	10.581438670904161	0.5540820929381803	297283.06
Surgical Specialty Center	Jamie Martinez	26	20.778181818181817	11.35813247735185	0.4597426726823713	349909.18
Emergency Medical Center	Quinn Martinez	34	19.66868686868687	11.023866696226115	1.300025982373252	310735.25
Primary Care Clinic	Sam Williams	15	20.102970297029703	11.077168491755957	-0.4606746120028349	323315.71
Regional Medical Center	Casey Smith	34	20.209205020920503	11.57593465333748	1.1913331745617142	316284.98
Northside Urgent Care	Cameron Miller	30	20.137014314928425	10.581438670904161	0.9321025232789828	297283.06
Northside Urgent Care	Sam Martinez	38	20.137014314928425	10.581438670904161	1.6881433839605877	297283.06
Regional Medical Center	Avery Martinez	39	20.209205020920503	11.57593465333748	1.6232637399747143	316284.98
Primary Care Clinic	Jordan Smith	20	20.102970297029703	11.077168491755957	-0.00929572364150075	323315.71
City General Hospital	Avery Brown	3	19.5630081300813	10.702137018258142	-1.5476355892121685	295508.13
Regional Medical Center	Drew Martinez	19	20.209205020920503	11.57593465333748	-0.10445852167728635	316284.98
Cardiology Specialty Center	Jordan Johnson	25	19.31972789115646	10.484611924077868	0.5417722801736531	276658.83
Surgical Specialty Center	Drew Williams	3	20.778181818181817	11.35813247735185	-1.5652381105460396	349909.18
Community Health Clinic	Avery Wilson	33	20.16078431372549	11.04401051893677	1.1625501138612253	334992.21
Northside Urgent Care	Taylor Williams	7	20.137014314928425	10.581438670904161	-1.2415149511806314	297283.06
Northside Urgent Care	Casey Smith	7	20.137014314928425	10.581438670904161	-1.2415149511806314	297283.06
Cardiology Specialty Center	Morgan Brown	7	19.31972789115646	10.484611924077868	-1.1750294603526772	276658.83
Northside Urgent Care	Cameron Williams	17	20.137014314928425	10.581438670904161	-0.2964638753286253	297283.06
Community Health Clinic	Jordan Williams	9	20.16078431372549	11.04401051893677	-1.0105734954334291	334992.21
Oncology Treatment Center	Quinn Johnson	38	19.3811394891945	10.87238600488255	1.7124907543242283	334927.3
Oncology Treatment Center	Quinn Garcia	19	19.3811394891945	10.87238600488255	-0.035055735606088476	334927.3
City General Hospital	Quinn Wilson	1	19.5630081300813	10.702137018258142	-1.7345141534267683	295508.13
Oncology Treatment Center	Avery Brown	39	19.3811394891945	10.87238600488255	1.8044668853731922	334927.3
Primary Care Clinic	Quinn Miller	13	20.102970297029703	11.077168491755957	-0.6412261673473685	323315.71
City General Hospital	Casey Anderson	28	19.5630081300813	10.702137018258142	0.7883464634703291	295508.13
Cardiology Specialty Center	Quinn Rodriguez	19	19.31972789115646	10.484611924077868	-0.03049496666845696	276658.83
Community Health Clinic	Taylor Anderson	12	20.16078431372549	11.04401051893677	-0.7389330442715972	334992.21
Northside Urgent Care	Taylor Williams	37	20.137014314928425	10.581438670904161	1.5936382763753871	297283.06
Northside Urgent Care	Drew Johnson	20	20.137014314928425	10.581438670904161	-0.012948552573023393	297283.06
Cardiology Specialty Center	Alex Garcia	27	19.31972789115646	10.484611924077868	0.7325280291210232	276658.83
Pediatric Care Center	Cameron Anderson	1	19.811676082862522	10.999242478915267	-1.7102701498692399	361811.04
Pediatric Care Center	Drew Williams	2	19.811676082862522	10.999242478915267	-1.6193547980241536	361811.04
Primary Care Clinic	Quinn Anderson	11	20.102970297029703	11.077168491755957	-0.8217777226919022	323315.71
City General Hospital	Drew Martinez	19	19.5630081300813	10.702137018258142	-0.052607075495370026	295508.13
Regional Medical Center	Jordan Williams	9	20.209205020920503	11.57593465333748	-0.9683196525032867	316284.98
City General Hospital	Taylor Davis	39	19.5630081300813	10.702137018258142	1.816178566650628	295508.13
Community Health Clinic	Taylor Anderson	22	20.16078431372549	11.04401051893677	0.16653512626784203	334992.21
Surgical Specialty Center	Taylor Smith	4	20.778181818181817	11.35813247735185	-1.4771954677969783	349909.18
Community Health Clinic	Drew Garcia	38	20.16078431372549	11.04401051893677	1.6152841991309448	334992.21
Pediatric Care Center	Jordan Miller	22	19.811676082862522	10.999242478915267	0.1989522388775711	361811.04
Northside Urgent Care	Sam Wilson	2	20.137014314928425	10.581438670904161	-1.7140404891066345	297283.06
Primary Care Clinic	Quinn Martinez	34	20.102970297029703	11.077168491755957	1.2545651637702349	323315.71
Primary Care Clinic	Sam Miller	33	20.102970297029703	11.077168491755957	1.164289386097968	323315.71
Cardiology Specialty Center	Jamie Wilson	23	19.31972789115646	10.484611924077868	0.3510165312262831	276658.83
Community Health Clinic	Quinn Rodriguez	5	20.16078431372549	11.04401051893677	-1.3727607636492047	334992.21
Community Health Clinic	Alex Jones	20	20.16078431372549	11.04401051893677	-0.014558507840045835	334992.21
Surgical Specialty Center	Jordan Smith	16	20.778181818181817	11.35813247735185	-0.4206837548082421	349909.18
Surgical Specialty Center	Morgan Anderson	19	20.778181818181817	11.35813247735185	-0.1565558265610581	349909.18
Pediatric Care Center	Drew Rodriguez	8	19.811676082862522	10.999242478915267	-1.073862686953636	361811.04
Surgical Specialty Center	Taylor Brown	20	20.778181818181817	11.35813247735185	-0.06851318381199675	349909.18
Community Health Clinic	Jamie Brown	4	20.16078431372549	11.04401051893677	-1.4633075807031488	334992.21
Emergency Medical Center	Sam Miller	22	19.66868686868687	11.023866696226115	0.21147871210300712	310735.25
Northside Urgent Care	Cameron Brown	28	20.137014314928425	10.581438670904161	0.7430923081085816	297283.06
Emergency Medical Center	Casey Martinez	33	19.66868686868687	11.023866696226115	1.2093137098507316	310735.25
Pediatric Care Center	Cameron Anderson	16	19.811676082862522	10.999242478915267	-0.3465398721929463	361811.04
Community Health Clinic	Avery Jones	1	20.16078431372549	11.04401051893677	-1.7349480318649806	334992.21
Cardiology Specialty Center	Quinn Rodriguez	20	19.31972789115646	10.484611924077868	0.06488290780522805	276658.83
Oncology Treatment Center	Taylor Davis	26	19.3811394891945	10.87238600488255	0.6087771817366598	334927.3
Regional Medical Center	Drew Wilson	34	20.209205020920503	11.57593465333748	1.1913331745617142	316284.98
Primary Care Clinic	Riley Garcia	26	20.102970297029703	11.077168491755957	0.5323589423921002	323315.71
Primary Care Clinic	Casey Martinez	24	20.102970297029703	11.077168491755957	0.35180738704756653	323315.71
Pediatric Care Center	Jamie Brown	21	19.811676082862522	10.999242478915267	0.10803688703248487	361811.04
Surgical Specialty Center	Jamie Jones	11	20.778181818181817	11.35813247735185	-0.8608969685535488	349909.18
Emergency Medical Center	Cameron Johnson	22	19.66868686868687	11.023866696226115	0.21147871210300712	310735.25
Emergency Medical Center	Avery Smith	21	19.66868686868687	11.023866696226115	0.12076643958048672	310735.25
Northside Urgent Care	Drew Williams	23	20.137014314928425	10.581438670904161	0.27056677018257846	297283.06
